Index,Word,Kana,Meaning,Part of Speech,Example JP,Example EN,Jisho Link
205,古い,ふるい,old,Adjective,私は古い車が好きです。,I like old cars.,http://jisho.org/search/%E5%8F%A4%E3%81%84
206,良い,いい,good,Adjective,彼女は良い友達です。,She's a good friend.,http://jisho.org/search/%E8%89%AF%E3%81%84
207,悪い,わるい,bad,Adjective,たばこは体に悪い。,Cigarettes are bad for your health.,http://jisho.org/search/%E6%82%AA%E3%81%84
208,思う,おもう,think,Verb,私もそう思います。,I think so too.,http://jisho.org/search/%E6%80%9D%E3%81%86
209,いつも,いつも,always,Adverb,彼女はいつも元気だ。,She's always full of energy.,http://jisho.org/search/%E3%81%84%E3%81%A4%E3%82%82
210,忘れる,わすれる,"forget, leave behind",Verb,約束を忘れないでください。,Please don't forget your promise.,http://jisho.org/search/%E5%BF%98%E3%82%8C%E3%82%8B
211,考える,かんがえる,"think, consider",Verb,よく考えてください。,Please think carefully.,http://jisho.org/search/%E8%80%83%E3%81%88%E3%82%8B
212,決める,きめる,"decide, agree upon",Verb,帰国することに決めました。,I've decided to go back to my country.,http://jisho.org/search/%E6%B1%BA%E3%82%81%E3%82%8B
213,決まる,きまる,be decided,Verb,旅行の日程が決まりました。,I've decided on my travel schedule.,http://jisho.org/search/%E6%B1%BA%E3%81%BE%E3%82%8B
214,知る,しる,know,Verb,誰もその話を知らない。,No one knows that story.,http://jisho.org/search/%E7%9F%A5%E3%82%8B
215,一番,いちばん,most,Adverb,彼はクラスで一番背が高い。,He's the tallest in class.,http://jisho.org/search/%E4%B8%80%E7%95%AA
216,住む,すむ,"live, reside",Verb,彼は会社の近くに住んでいる。,He lives near his office.,http://jisho.org/search/%E4%BD%8F%E3%82%80
217,名前,なまえ,name,Noun,あなたの名前を教えてください。,Please tell me your name.,http://jisho.org/search/%E5%90%8D%E5%89%8D
218,食べ物,たべもの,food,Noun,日本の食べ物はとても美味しいです。,Japanese food is very delicious.,http://jisho.org/search/%E9%A3%9F%E3%81%B9%E7%89%A9
219,いつ,いつ,when,Noun,彼女はいつ来ますか。,When is she coming?,http://jisho.org/search/%E3%81%84%E3%81%A4
220,飲み物,のみもの,"beverage, drink",Noun,何か飲み物が欲しいな。,I could really use something to drink.,http://jisho.org/search/%E9%A3%B2%E3%81%BF%E7%89%A9
221,重い,おもい,heavy,Adjective,このかばんは重いです。,This bag is heavy.,http://jisho.org/search/%E9%87%8D%E3%81%84
222,軽い,かるい,"light, light weight",Adjective,この靴はとても軽い。,These shoes are very light.,http://jisho.org/search/%E8%BB%BD%E3%81%84
223,送る,おくる,send,Verb,彼の家に荷物を送りました。,I sent a package to his house.,http://jisho.org/search/%E9%80%81%E3%82%8B
224,取る,とる,"take, get",Verb,テストでいい点を取った。,I got a good grade on the test.,http://jisho.org/search/%E5%8F%96%E3%82%8B
225,待つ,まつ,"wait, wait for",Verb,あなたが来るのを待っています。,I am waiting for you to come.,http://jisho.org/search/%E5%BE%85%E3%81%A4
226,持つ,もつ,"have, possess",Verb,私は車を持っています。,I have a car.,http://jisho.org/search/%E6%8C%81%E3%81%A4
227,気持ち,きもち,"feeling, sensation",Noun,彼の気持ちが分からない。,I don't understand his feelings.,http://jisho.org/search/%E6%B0%97%E6%8C%81%E3%81%A1
228,生きる,いきる,live (one's life),Verb,皆一生懸命生きている。,They're all living their lives the best way that they can.,http://jisho.org/search/%E7%94%9F%E3%81%8D%E3%82%8B
229,どちら,どちら,which,Noun,肉と魚とどちらが好きですか。,"Which do you prefer, meat or fish?",http://jisho.org/search/%E3%81%A9%E3%81%A1%E3%82%89
230,先生,せんせい,teacher,Noun,私は日本語の先生になりたいです。,I want to become a Japanese teacher.,http://jisho.org/search/%E5%85%88%E7%94%9F
231,大学,だいがく,"university, college",Noun,大学に行ってもっと勉強したいです。,I want to go to college and study more.,http://jisho.org/search/%E5%A4%A7%E5%AD%A6
232,学生,がくせい,student,Noun,彼は真面目な学生です。,He's a serious student.,http://jisho.org/search/%E5%AD%A6%E7%94%9F
233,大学生,だいがくせい,university student,Noun,姉は大学生です。,My big sister's a college student.,http://jisho.org/search/%E5%A4%A7%E5%AD%A6%E7%94%9F
234,学校,がっこう,school,Noun,学校は8時半に始まります。,School starts at 8:30.,http://jisho.org/search/%E5%AD%A6%E6%A0%A1
235,高校生,こうこうせい,high school student,Noun,私の弟は高校生です。,My little brother's a high school student.,http://jisho.org/search/%E9%AB%98%E6%A0%A1%E7%94%9F
236,教える,おしえる,"teach, tell",Verb,彼は数学を教えています。,He teaches mathematics.,http://jisho.org/search/%E6%95%99%E3%81%88%E3%82%8B
237,勉強,べんきょう,study,Verbal Noun,私は日本語を勉強しています。,I'm studying Japanese.,http://jisho.org/search/%E5%8B%89%E5%BC%B7
238,強い,つよい,strong,Adjective,今日は風が強い。,There's a strong wind today.,http://jisho.org/search/%E5%BC%B7%E3%81%84
239,どれ,どれ,"what, which",Noun,この中でどれが好きですか。,Which of these do you like?,http://jisho.org/search/%E3%81%A9%E3%82%8C
240,弱い,よわい,weak,Adjective,その子は体が少し弱い。,That child has a somewhat weak constitution.,http://jisho.org/search/%E5%BC%B1%E3%81%84
241,引く,ひく,"draw, pull",Verb,このドアは引いてください。,Please pull this door open.,http://jisho.org/search/%E5%BC%95%E3%81%8F
242,質問,しつもん,question,Verbal Noun,質問のある方はどうぞ。,Please feel free to ask any questions.,http://jisho.org/search/%E8%B3%AA%E5%95%8F
243,難しい,むずかしい,difficult,Adjective,この本は難しいですね。,This book is difficult.,http://jisho.org/search/%E9%9B%A3%E3%81%97%E3%81%84
244,数,かず,number,Noun,グラスの数が足りません。,There are not enough glasses.,http://jisho.org/search/%E6%95%B0
245,勝つ,かつ,win,Verb,今日はヤンキースが勝った。,The Yankees won today.,http://jisho.org/search/%E5%8B%9D%E3%81%A4
246,負ける,まける,lose,Verb,私たちのチームはその試合で負けた。,Our team lost the game.,http://jisho.org/search/%E8%B2%A0%E3%81%91%E3%82%8B
247,本当に,ほんとうに,"really, truly",Adverb,あなたが本当に好きです。,I really like you.,http://jisho.org/search/%E6%9C%AC%E5%BD%93%E3%81%AB
248,要る,いる,"need, require",Verb,予約は要りません。,Reservations are not required.,http://jisho.org/search/%E8%A6%81%E3%82%8B
249,ドア,ドア,door,Noun,ドアを開けてください。,Please open the door.,http://jisho.org/search/%E3%83%89%E3%82%A2
250,時計,とけい,"clock, watch",Noun,時計を見たらちょうど3時だった。,I looked at the clock and it was exactly three.,http://jisho.org/search/%E6%99%82%E8%A8%88
251,払う,はらう,pay,Verb,私が払いましょう。,Let me pay for that.,http://jisho.org/search/%E6%89%95%E3%81%86
252,切る,きる,cut,Verb,この紙を半分に切ってください。,Please cut this paper in half.,http://jisho.org/search/%E5%88%87%E3%82%8B
253,変える,かえる,change,Verb,旅行の日程を変えました。,I changed our travel schedule.,http://jisho.org/search/%E5%A4%89%E3%81%88%E3%82%8B
254,乗る,のる,"ride, take",Verb,駅からはタクシーに乗ってください。,Please take a taxi from the station.,http://jisho.org/search/%E4%B9%97%E3%82%8B
255,着る,きる,"wear, put on",Verb,今日はスーツを着ています。,I'm wearing a suit today.,http://jisho.org/search/%E7%9D%80%E3%82%8B
256,立つ,たつ,"stand, rise",Verb,彼はステージに立った。,He stood on stage.,http://jisho.org/search/%E7%AB%8B%E3%81%A4
257,座る,すわる,"sit, sit down",Verb,私は窓側の席に座った。,I sat in a window seat.,http://jisho.org/search/%E5%BA%A7%E3%82%8B
258,次,つぎ,next,Noun,次はいつ会いましょうか。,When shall we meet again?,http://jisho.org/search/%E6%AC%A1
259,しゃべる,しゃべる,"chat, talk",Verb,彼女はよくしゃべるね。,"She really likes to chat, doesn't she?",http://jisho.org/search/%E3%81%97%E3%82%83%E3%81%B9%E3%82%8B
260,動く,うごく,move,Verb,動かないで。,Freeze!,http://jisho.org/search/%E5%8B%95%E3%81%8F
261,働く,はたらく,work,Verb,姉は銀行で働いています。,My big sister works at a bank.,http://jisho.org/search/%E5%83%8D%E3%81%8F
262,早い,はやい,early,Adjective,まだ学校へ行くには早い時間です。,It's still too early to go to school.,http://jisho.org/search/%E6%97%A9%E3%81%84
263,速い,はやい,fast,Adjective,彼は走るのが速い。,He runs fast.,http://jisho.org/search/%E9%80%9F%E3%81%84
264,遅い,おそい,"slow, late",Adjective,前の車はとても遅い。,The car in front is very slow.,http://jisho.org/search/%E9%81%85%E3%81%84
265,始める,はじめる,"begin, start",Verb,テストを始めてください。,Please start the test.,http://jisho.org/search/%E5%A7%8B%E3%82%81%E3%82%8B
266,始まる,はじまる,begin,Verb,新しい仕事が始まりました。,My new job started.,http://jisho.org/search/%E5%A7%8B%E3%81%BE%E3%82%8B
267,終わる,おわる,"finish, end",Verb,会議は4時に終わります。,The conference ends at four o'clock.,http://jisho.org/search/%E7%B5%82%E3%82%8F%E3%82%8B
268,終わり,おわり,"end, conclusion",Noun,夏休みももう終わりだ。,Summer vacation's already over.,http://jisho.org/search/%E7%B5%82%E3%82%8F%E3%82%8A
269,テーブル,テーブル,table,Noun,新しいテーブルを買いました。,I bought a new table.,http://jisho.org/search/%E3%83%86%E3%83%BC%E3%83%96%E3%83%AB
270,去年,きょねん,last year,Noun,私は去年フランスへ行った。,I went to France last year.,http://jisho.org/search/%E5%8E%BB%E5%B9%B4
271,紙,かみ,paper,Noun,紙と鉛筆はありますか。,Do you have paper and pencil?,http://jisho.org/search/%E7%B4%99
272,楽しむ,たのしむ,enjoy,Verb,今日は一人の時間を楽しみたい。,Today I would like to enjoy some time to myself.,http://jisho.org/search/%E6%A5%BD%E3%81%97%E3%82%80
273,楽しい,たのしい,"fun, enjoyable",Adjective,彼はとても楽しい人です。,He's very fun to be with.,http://jisho.org/search/%E6%A5%BD%E3%81%97%E3%81%84
274,歌う,うたう,sing,Verb,私たちは大きな声で歌いました。,We sang loudly.,http://jisho.org/search/%E6%AD%8C%E3%81%86
275,欲しい,ほしい,"want, desire",Adjective,僕は新しい靴が欲しいです。,I want new shoes.,http://jisho.org/search/%E6%AC%B2%E3%81%97%E3%81%84
276,色,いろ,color,Noun,すてきな色のセーターですね。,That sweater is a wonderful color.,http://jisho.org/search/%E8%89%B2
277,茶色,ちゃいろ,light brown,Noun,彼女は茶色の靴を履いています。,She's wearing brown shoes.,http://jisho.org/search/%E8%8C%B6%E8%89%B2
278,直ぐ,すぐ,"at once, soon",Adverb,直ぐ行きます。,I'll go right away.,http://jisho.org/search/%E7%9B%B4%E3%81%90
279,ゲーム,ゲーム,game,Noun,私たちはビデオゲームをした。,We played a video game.,http://jisho.org/search/%E3%82%B2%E3%83%BC%E3%83%A0
280,書き直す,かきなおす,rewrite,Verb,この書類を書き直してください。,Please rewrite this document.,http://jisho.org/search/%E6%9B%B8%E3%81%8D%E7%9B%B4%E3%81%99
281,直る,なおる,"be repaired, return to normal",Verb,クーラーはまだ直りません。,The air conditioner hasn't been repaired yet.,http://jisho.org/search/%E7%9B%B4%E3%82%8B
282,線,せん,line,Noun,赤い線を2本引いて下さい。,Please draw two red lines.,http://jisho.org/search/%E7%B7%9A
283,曲がる,まがる,turn,Verb,そこを左に曲がってください。,Please turn left there.,http://jisho.org/search/%E6%9B%B2%E3%81%8C%E3%82%8B
284,同じ,おなじ,"same, identical",Adjectival Noun,彼の日本語のレベルは私と同じ位だ。,His Japanese level is about the same as mine.,http://jisho.org/search/%E5%90%8C%E3%81%98
285,違う,ちがう,"differ, be wrong",Verb,答えが違います。,That's the wrong answer.,http://jisho.org/search/%E9%81%95%E3%81%86
286,図書館,としょかん,library,Noun,図書館で料理の本を借りた。,I borrowed a cookbook from the library.,http://jisho.org/search/%E5%9B%B3%E6%9B%B8%E9%A4%A8
287,泊まる,とまる,stay overnight,Verb,今日はこのホテルに泊まります。,I'm staying at this hotel today.,http://jisho.org/search/%E6%B3%8A%E3%81%BE%E3%82%8B
288,遊ぶ,あそぶ,play,Verb,子供たちが公園で遊んでいる。,The children are playing in the park.,http://jisho.org/search/%E9%81%8A%E3%81%B6
289,どうして,どうして,why,Adverb,どうして泣いているの。,Why are you crying?,http://jisho.org/search/%E3%81%A9%E3%81%86%E3%81%97%E3%81%A6
290,服,ふく,clothes,Noun,昨日、新しい服を買った。,I bought some new clothes yesterday.,http://jisho.org/search/%E6%9C%8D
291,お父さん,おとうさん,father,Noun,お父さんは会社員です。,My father's a company employee.,http://jisho.org/search/%E3%81%8A%E7%88%B6%E3%81%95%E3%82%93
292,父,ちち,(speaker's)father,Noun,私は父が大好きです。,I love my father.,http://jisho.org/search/%E7%88%B6
293,お母さん,おかあさん,mother,Noun,お母さんによろしくお伝えください。,Please give my best to your mother.,http://jisho.org/search/%E3%81%8A%E6%AF%8D%E3%81%95%E3%82%93
294,母,はは,(speaker's)mother,Noun,昨日、母と話をしました。,I talked to my mother yesterday.,http://jisho.org/search/%E6%AF%8D
295,親,おや,parent,Noun,親の愛は有り難い。,We're grateful for our parents' love.,http://jisho.org/search/%E8%A6%AA
296,姉,あね,older sister,Noun,姉は大学生です。,My big sister's a college student.,http://jisho.org/search/%E5%A7%89
297,お姉さん,おねえさん,older sister,Noun,昨日、あなたのお姉さんに会ったよ。,I met your older sister yesterday.,http://jisho.org/search/%E3%81%8A%E5%A7%89%E3%81%95%E3%82%93
298,妹,いもうと,younger sister,Noun,私の妹は小学生です。,My little sister goes to elementary school.,http://jisho.org/search/%E5%A6%B9
299,おなか,おなか,stomach,Noun,おなかが空きました。,I'm hungry.,http://jisho.org/search/%E3%81%8A%E3%81%AA%E3%81%8B
300,兄,あに,older brother,Noun,兄は水泳が得意です。,My big brother is good at swimming.,http://jisho.org/search/%E5%85%84
301,お兄さん,おにいさん,older brother,Noun,あなたのお兄さんは何歳?,How old's your big brother?,http://jisho.org/search/%E3%81%8A%E5%85%84%E3%81%95%E3%82%93
302,弟,おとうと,younger brother,Noun,弟は野球が好きです。,My little brother likes baseball.,http://jisho.org/search/%E5%BC%9F
303,娘,むすめ,"daughter, girl",Noun,私の娘はアメリカにいます。,My daughter is in the United States.,http://jisho.org/search/%E5%A8%98
